1
14
1 356 21.1 		FFA-W3-211
154.857147000000	-0.678516000000	0.177143000000	-0.414026000000
156.000000000000	-0.647674000000	0.153570000000	-0.407959000000
157.142853000000	-0.616832000000	0.131020000000	-0.401892000000
158.000000000000	-0.593701000000	0.114501000000	-0.397342000000
159.428574000000	-0.555149000000	0.088340000000	-0.389758000000
160.000000000000	-0.539728000000	0.078434000000	-0.390727000000
161.714279000000	-0.493466000000	0.052929000000	-0.406143000000
162.000000000000	-0.485756000000	0.050000000000	-0.409380000000
164.000000000000	-0.431783000000	0.050000000000	-0.432035000000
166.000000000000	-0.377810000000	0.050000000000	-0.454690000000
166.285721000000	-0.370099000000	0.050000000000	-0.457926000000
168.000000000000	-0.323837000000	0.050000000000	-0.477345000000
168.571426000000	-0.308416000000	0.050000000000	-0.483818000000
170.000000000000	-0.269864000000	0.050000000000	-0.487993000000
170.857147000000	-0.246733000000	0.050000000000	-0.457143000000
172.000000000000	-0.215891000000	0.050000000000	-0.400000000000
173.142853000000	-0.185050000000	0.050000000000	-0.342857000000
174.000000000000	-0.161919000000	0.050000000000	-0.300000000000
175.428574000000	-0.123366000000	0.050000000000	-0.228571000000
176.000000000000	-0.107946000000	0.050000000000	-0.200000000000
177.714279000000	-0.061683000000	0.050000000000	-0.114286000000
178.000000000000	-0.053973000000	0.050000000000	-0.100000000000
180.000000000000	0.053973000000	0.050000000000	0.080000000000
3 185 27.0 							FFA-W3-270 blend
-180.000000000	0.056728000	0.050000000	0.080000000
-178.000000000	0.056728000	0.050000000	0.080000000
-177.714279000	0.064832000	0.050000000	0.091429000
-176.000000000	0.113456000	0.050000000	0.160000000
-175.428574000	0.129664000	0.050000000	0.182857000
-174.000000000	0.170183000	0.050000000	0.240000000
-173.142853000	0.194495000	0.050000000	0.274286000
-172.000000000	0.226911000	0.050000000	0.320000000
-170.857147000	0.259327000	0.050000000	0.365714000
-170.000000000	0.283639000	0.050000000	0.391488000
-168.571426000	0.324159000	0.050000000	0.400324000
-168.000000000	0.340367000	0.050000000	0.400453000
-166.285721000	0.388991000	0.050000000	0.400842000
-166.000000000	0.397094000	0.050000000	0.400907000
-164.000000000	0.453822000	0.050000000	0.401360000
-162.000000000	0.510550000	0.055369000	0.401813000
-161.714279000	0.518654000	0.059190000	0.401878000
-160.000000000	0.567278000	0.085609000	0.404749000
-159.428574000	0.583486000	0.095068000	0.405063000
-158.000000000	0.624006000	0.119361000	0.412055000
-157.142853000	0.648318000	0.134704000	0.416251000
-156.000000000	0.680733000	0.155642000	0.421844000
-154.857147000	0.713149000	0.177533000	0.427438000
-154.000000000	0.737461000	0.194283000	0.431633000
-152.571426000	0.777981000	0.223297000	0.438625000
-152.000000000	0.794189000	0.235103000	0.441422000
-150.285721000	0.784930000	0.272371000	0.443347000
-148.000000000	0.772586000	0.322770000	0.443936000
-147.571426000	0.768231000	0.332375000	0.443993000
-143.857147000	0.737328000	0.420044000	0.432955000
-143.142853000	0.731075000	0.437149000	0.430829000
-139.714279000	0.703431000	0.522018000	0.423996000
-138.714279000	0.694841000	0.546966000	0.421944000
-135.571426000	0.667837000	0.626642000	0.423051000
-134.285721000	0.656042000	0.659289000	0.423504000
-131.428574000	0.628630000	0.731816000	0.424612000
-129.857147000	0.612603000	0.771527000	0.425171000
-127.285713000	0.584683000	0.835434000	0.428831000
-125.428574000	0.563396000	0.881097000	0.431442000
-123.142860000	0.535445000	0.935430000	0.434655000
-121.000000000	0.507991000	0.985487000	0.437524000
-119.000000000	0.480811000	1.029816000	0.440222000
-116.571426000	0.446487000	1.082312000	0.442986000
-114.857140000	0.421035000	1.116720000	0.444941000
-112.142860000	0.379413000	1.169371000	0.448037000
-110.714287000	0.356668000	1.194429000	0.449192000
-107.714287000	0.307647000	1.244699000	0.450524000
-106.571426000	0.288501000	1.261421000	0.450675000
-103.285713000	0.232350000	1.306610000	0.450861000
-102.428574000	0.217532000	1.316392000	0.450679000
-98.857140000	0.154911000	1.353742000	0.449189000
-98.285713000	0.144918000	1.358289000	0.448509000
-94.428574000	0.076897000	1.385084000	0.442801000
-94.142860000	0.071947000	1.386326000	0.442378000
-90.000000000	0.000000000	1.400000000	0.436248000
-85.857140000	-0.071893000	1.386677000	0.420118000
-81.714287000	-0.144883000	1.358924000	0.403989000
-77.571426000	-0.217568000	1.317227000	0.385326000
-73.428574000	-0.288641000	1.262364000	0.364875000
-69.285713000	-0.356919000	1.195389000	0.344050000
-65.142860000	-0.421385000	1.117612000	0.321436000
-61.000000000	-0.481227000	1.030568000	0.298821000
-56.857143000	-0.535881000	0.935991000	0.276252000
-52.714287000	-0.585080000	0.835774000	0.253697000
-48.571430000	-0.628923000	0.731934000	0.231474000
-44.428570000	-0.667964000	0.626565000	0.209880000
-40.285713000	-0.703346000	0.521797000	0.188287000
-36.142857000	-0.737018000	0.419756000	0.122252000
-32.000000000	-0.995529000	0.253268000	0.052926000
-28.000000000	-1.062294000	0.194712000	0.030701000
-24.000000000	-1.089782000	0.141529000	0.010786000
-20.000000000	-1.068435000	0.097934000	-0.003043000
-18.000000000	-1.051971000	0.079837000	-0.007327000
-16.000000000	-1.025364000	0.063021000	-0.010095000
-14.000000000	-1.029054000	0.046126000	-0.009998000
-12.000000000	-1.045528000	0.031085000	-0.008614000
-10.000000000	-0.928302000	0.018682000	-0.029731000
-8.000000000	-0.699587000	0.013170000	-0.049331000
-6.000000000	-0.436347000	0.010515000	-0.066035000
-4.000000000	-0.163606000	0.009370000	-0.079595000
-2.000000000	0.104203000	0.008912000	-0.090086000
-1.000000000	0.236273000	0.008837000	-0.094572000
0.000000000	0.367152000	0.008849000	-0.098652000
1.000000000	0.497006000	0.008939000	-0.102448000
2.000000000	0.625823000	0.009092000	-0.105981000
3.000000000	0.753494000	0.009302000	-0.109231000
4.000000000	0.879879000	0.009570000	-0.112212000
5.000000000	1.004809000	0.009919000	-0.114933000
6.000000000	1.126723000	0.010490000	-0.117232000
7.000000000	1.247468000	0.011030000	-0.119277000
8.000000000	1.365108000	0.011720000	-0.120889000
9.000000000	1.479280000	0.012543000	-0.122018000
10.000000000	1.588532000	0.013556000	-0.122493000
11.000000000	1.689394000	0.014936000	-0.121936000
12.000000000	1.781497000	0.016598000	-0.120376000
13.000000000	1.862744000	0.018696000	-0.117848000
14.000000000	1.924990000	0.021763000	-0.113986000
15.000000000	1.929572000	0.028260000	-0.106627000
16.000000000	1.922170000	0.036524000	-0.102117000
18.000000000	1.782763000	0.066281000	-0.097664000
20.000000000	1.603595000	0.105173000	-0.102047000
24.000000000	1.385786000	0.180044000	-0.120056000
28.000000000	1.228756000	0.248815000	-0.137068000
32.000000000	1.103694000	0.322770000	-0.159655000
32.428570000	1.097473000	0.332375000	-0.162958000
36.142857000	1.053325000	0.420044000	-0.187748000
36.857143000	1.044393000	0.437149000	-0.192508000
40.285713000	1.004901000	0.522018000	-0.214014000
41.285713000	0.992630000	0.546966000	-0.220142000
44.428570000	0.954052000	0.626642000	-0.236398000
45.714287000	0.937203000	0.659289000	-0.243048000
48.571430000	0.898043000	0.731816000	-0.257799000
50.142857000	0.875147000	0.771527000	-0.265797000
52.714287000	0.835261000	0.835434000	-0.278166000
54.571430000	0.804852000	0.881097000	-0.287027000
56.857143000	0.764921000	0.935430000	-0.297932000
59.000000000	0.725701000	0.985487000	-0.308086000
61.000000000	0.686872000	1.029816000	-0.317427000
63.428570000	0.637838000	1.082312000	-0.328518000
65.142860000	0.601479000	1.116720000	-0.336313000
67.857140000	0.542019000	1.169371000	-0.348656000
69.285713000	0.509525000	1.194429000	-0.355032000
72.285713000	0.439496000	1.244699000	-0.367948000
73.428574000	0.412145000	1.261421000	-0.372778000
76.714287000	0.331928000	1.306610000	-0.386558000
77.571426000	0.310760000	1.316392000	-0.390070000
81.142860000	0.221302000	1.353742000	-0.404366000
81.714287000	0.207026000	1.358289000	-0.406494000
85.571426000	0.109853000	1.385084000	-0.420345000
85.857140000	0.102782000	1.386326000	-0.421371000
90.000000000	0.000000000	1.400000000	-0.436248000
94.142860000	-0.071947000	1.386326000	-0.442378000
94.428574000	-0.076897000	1.385084000	-0.442801000
98.285713000	-0.144918000	1.358289000	-0.448509000
98.857140000	-0.154911000	1.353742000	-0.449189000
102.428574000	-0.217532000	1.316392000	-0.450679000
103.285713000	-0.232350000	1.306610000	-0.450861000
106.571426000	-0.288501000	1.261421000	-0.450675000
107.714287000	-0.307647000	1.244699000	-0.450524000
110.714287000	-0.356668000	1.194429000	-0.449192000
112.142860000	-0.379413000	1.169371000	-0.448037000
114.857140000	-0.421035000	1.116720000	-0.444941000
116.571426000	-0.446487000	1.082312000	-0.442986000
119.000000000	-0.480811000	1.029816000	-0.440222000
121.000000000	-0.507991000	0.985487000	-0.437524000
123.142860000	-0.535445000	0.935430000	-0.434655000
125.428574000	-0.563396000	0.881097000	-0.431442000
127.285713000	-0.584683000	0.835434000	-0.428831000
129.857147000	-0.612603000	0.771527000	-0.425171000
131.428574000	-0.628630000	0.731816000	-0.424612000
134.285721000	-0.656042000	0.659289000	-0.423504000
135.571426000	-0.667837000	0.626642000	-0.423051000
138.714279000	-0.694841000	0.546966000	-0.421944000
139.714279000	-0.703431000	0.522018000	-0.423996000
143.142853000	-0.731075000	0.437149000	-0.430829000
143.857147000	-0.737328000	0.420044000	-0.432955000
147.571426000	-0.768231000	0.332375000	-0.443993000
148.000000000	-0.772586000	0.322770000	-0.443936000
150.285721000	-0.784930000	0.272371000	-0.443347000
152.000000000	-0.794189000	0.235103000	-0.441422000
152.571426000	-0.777981000	0.223297000	-0.438625000
154.000000000	-0.737461000	0.194283000	-0.431633000
154.857147000	-0.713149000	0.177533000	-0.427438000
156.000000000	-0.680733000	0.155642000	-0.421844000
157.142853000	-0.648318000	0.134704000	-0.416251000
158.000000000	-0.624006000	0.119361000	-0.412055000
159.428574000	-0.583486000	0.095068000	-0.405063000
160.000000000	-0.567278000	0.085609000	-0.406034000
161.714279000	-0.518654000	0.059190000	-0.419021000
162.000000000	-0.510550000	0.055369000	-0.421813000
164.000000000	-0.453822000	0.050000000	-0.441360000
166.000000000	-0.397094000	0.050000000	-0.460907000
166.285721000	-0.388991000	0.050000000	-0.463699000
168.000000000	-0.340367000	0.050000000	-0.480453000
168.571426000	-0.324159000	0.050000000	-0.486038000
170.000000000	-0.283639000	0.050000000	-0.488274000
170.857147000	-0.259327000	0.050000000	-0.457143000
172.000000000	-0.226911000	0.050000000	-0.400000000
173.142853000	-0.194495000	0.050000000	-0.342857000
174.000000000	-0.170183000	0.050000000	-0.300000000
175.428574000	-0.129664000	0.050000000	-0.228571000
176.000000000	-0.113456000	0.050000000	-0.200000000
177.714279000	-0.064832000	0.050000000	-0.114286000
178.000000000	-0.056728000	0.050000000	-0.100000000
180.000000000	0.056728000	0.050000000	0.080000000
4 120 30.1 							FFA-W3-301
-180.000000000	0.056760000	0.050000000	0.091429000
-177.714279000	0.056760000	0.050000000	0.091429000
-175.428574000	0.113519000	0.050000000	0.182857000
-173.142853000	0.170279000	0.050000000	0.274286000
-170.857147000	0.227039000	0.050000000	0.365714000
-168.571426000	0.283798000	0.050000000	0.396281000
-166.285721000	0.340558000	0.050000000	0.390332000
-164.000000000	0.397317000	0.055843000	0.384382000
-161.714279000	0.454077000	0.064712000	0.378432000
-159.428574000	0.510837000	0.090549000	0.377829000
-157.142853000	0.567596000	0.127295000	0.393266000
-154.857147000	0.624356000	0.167037000	0.408703000
-152.571426000	0.681116000	0.209530000	0.424139000
-150.285721000	0.737875000	0.254508000	0.439576000
-148.000000000	0.794635000	0.301694000	0.437266000
-143.857147000	0.747645000	0.391885000	0.428483000
-139.714279000	0.704606000	0.486521000	0.420109000
-135.571426000	0.661941000	0.583677000	0.417238000
-131.428574000	0.617416000	0.681383000	0.414368000
-127.285713000	0.569683000	0.777660000	0.415493000
-123.142860000	0.518032000	0.870564000	0.418720000
-119.000000000	0.462232000	0.958223000	0.421941000
-114.857140000	0.402430000	1.038881000	0.425144000
-110.714287000	0.339078000	1.110929000	0.428347000
-106.571426000	0.272880000	1.172941000	0.428395000
-102.428574000	0.204742000	1.223702000	0.427786000
-98.285713000	0.135735000	1.262235000	0.424843000
-94.142860000	0.067057000	1.287817000	0.418593000
-90.000000000	0.000000000	1.300000000	0.412344000
-85.857140000	-0.067057000	1.287817000	0.396956000
-81.714287000	-0.135735000	1.262235000	0.381568000
-77.571426000	-0.204742000	1.223702000	0.363935000
-73.428574000	-0.272880000	1.172941000	0.344716000
-69.285713000	-0.339078000	1.110929000	0.325197000
-65.142860000	-0.402430000	1.038881000	0.304231000
-61.000000000	-0.462232000	0.958223000	0.283266000
-56.857143000	-0.518032000	0.870564000	0.262475000
-52.714287000	-0.569683000	0.777660000	0.241739000
-48.571430000	-0.617416000	0.681383000	0.221226000
-44.428570000	-0.661941000	0.583677000	0.201138000
-40.285713000	-0.704606000	0.486521000	0.181049000
-36.142857000	-0.747645000	0.391885000	0.116065000
-32.000000000	-1.009045000	0.248200000	0.047755000
-28.000000000	-1.053357000	0.195603000	0.029577000
-24.000000000	-1.070038000	0.144530000	0.010752000
-20.000000000	-1.088746000	0.098525000	-0.002531000
-18.000000000	-1.088629000	0.078247000	-0.006857000
-16.000000000	-1.082506000	0.061324000	-0.008120000
-14.000000000	-1.073125000	0.045062000	-0.008990000
-12.000000000	-1.065135000	0.031513000	-0.008737000
-10.000000000	-0.915502000	0.021557000	-0.027880000
-8.000000000	-0.692228000	0.016230000	-0.045688000
-6.000000000	-0.455748000	0.012858000	-0.060679000
-4.000000000	-0.177349000	0.011205000	-0.077675000
-2.000000000	0.103560000	0.010498000	-0.091946000
-1.000000000	0.241810000	0.010335000	-0.098025000
0.000000000	0.377768000	0.010315000	-0.103328000
1.000000000	0.512355000	0.010361000	-0.108183000
2.000000000	0.645513000	0.010474000	-0.112622000
3.000000000	0.777069000	0.010666000	-0.116652000
4.000000000	0.907137000	0.010921000	-0.120353000
5.000000000	1.035401000	0.011255000	-0.123682000
6.000000000	1.161774000	0.011665000	-0.126672000
7.000000000	1.285625000	0.012179000	-0.129238000
8.000000000	1.406361000	0.012818000	-0.131321000
9.000000000	1.523531000	0.013578000	-0.132885000
10.000000000	1.635061000	0.014546000	-0.133677000
11.000000000	1.739154000	0.015783000	-0.133547000
12.000000000	1.834012000	0.017377000	-0.132445000
13.000000000	1.916131000	0.019593000	-0.130340000
14.000000000	1.976961000	0.023007000	-0.126910000
15.000000000	2.005933000	0.028585000	-0.122362000
16.000000000	1.992985000	0.037690000	-0.117597000
18.000000000	1.896764000	0.063245000	-0.110090000
20.000000000	1.682244000	0.101743000	-0.109245000
24.000000000	1.417512000	0.180520000	-0.126667000
28.000000000	1.265282000	0.247543000	-0.142548000
32.000000000	1.135193000	0.301694000	-0.153346000
36.142857000	1.068065000	0.391885000	-0.179929000
40.285713000	1.006579000	0.486521000	-0.206061000
44.428570000	0.945630000	0.583677000	-0.226085000
48.571430000	0.882022000	0.681383000	-0.246109000
52.714287000	0.813833000	0.777660000	-0.264873000
56.857143000	0.740046000	0.870564000	-0.282974000
61.000000000	0.660331000	0.958223000	-0.300911000
65.142860000	0.574900000	1.038881000	-0.318328000
69.285713000	0.484398000	1.110929000	-0.335746000
73.428574000	0.389829000	1.172941000	-0.352207000
77.571426000	0.292489000	1.223702000	-0.368470000
81.714287000	0.193907000	1.262235000	-0.383890000
85.857140000	0.095796000	1.287817000	-0.398117000
90.000000000	0.000000000	1.300000000	-0.412344000
94.142860000	-0.067057000	1.287817000	-0.418593000
98.285713000	-0.135735000	1.262235000	-0.424843000
102.428574000	-0.204742000	1.223702000	-0.427786000
106.571426000	-0.272880000	1.172941000	-0.428395000
110.714287000	-0.339078000	1.110929000	-0.428347000
114.857140000	-0.402430000	1.038881000	-0.425144000
119.000000000	-0.462232000	0.958223000	-0.421941000
123.142860000	-0.518032000	0.870564000	-0.418720000
127.285713000	-0.569683000	0.777660000	-0.415493000
131.428574000	-0.617416000	0.681383000	-0.414368000
135.571426000	-0.661941000	0.583677000	-0.417238000
139.714279000	-0.704606000	0.486521000	-0.420109000
143.857147000	-0.747645000	0.391885000	-0.428483000
148.000000000	-0.794635000	0.301694000	-0.437266000
150.285721000	-0.737875000	0.254508000	-0.439576000
152.571426000	-0.681116000	0.209530000	-0.424139000
154.857147000	-0.624356000	0.167037000	-0.408703000
157.142853000	-0.567596000	0.127295000	-0.393266000
159.428574000	-0.510837000	0.090549000	-0.377829000
161.714279000	-0.454077000	0.064712000	-0.395575000
164.000000000	-0.397317000	0.055843000	-0.424382000
166.285721000	-0.340558000	0.050000000	-0.453189000
168.571426000	-0.283798000	0.050000000	-0.481996000
170.857147000	-0.227039000	0.050000000	-0.457143000
173.142853000	-0.170279000	0.050000000	-0.342857000
175.428574000	-0.113519000	0.050000000	-0.228571000
177.714279000	-0.056760000	0.050000000	-0.114286000
180.000000000	0.056760000	0.050000000	0.091429000
5 120 33.0 							FFA-W3-330 blend
-180.000000000	0.057617000	0.050000000	0.091429000
-177.714279000	0.057617000	0.050000000	0.091429000
-175.428574000	0.115234000	0.050000000	0.182857000
-173.142853000	0.172851000	0.050000000	0.274286000
-170.857147000	0.230468000	0.050000000	0.365714000
-168.571426000	0.288085000	0.050000000	0.396051000
-166.285721000	0.345702000	0.050000000	0.389733000
-164.000000000	0.403319000	0.050000000	0.383415000
-161.714279000	0.460936000	0.056898000	0.377097000
-159.428574000	0.518553000	0.080424000	0.376216000
-157.142853000	0.576170000	0.117329000	0.391646000
-154.857147000	0.633787000	0.157247000	0.407075000
-152.571426000	0.691404000	0.199931000	0.422505000
-150.285721000	0.749021000	0.245116000	0.437934000
-148.000000000	0.806638000	0.292522000	0.435280000
-143.857147000	0.757424000	0.383152000	0.425786000
-139.714279000	0.712565000	0.478271000	0.416725000
-135.571426000	0.668384000	0.575954000	0.413516000
-131.428574000	0.622580000	0.674227000	0.410308000
-127.285713000	0.573762000	0.771109000	0.411336000
-123.142860000	0.521189000	0.864651000	0.414595000
-119.000000000	0.464609000	0.952980000	0.417907000
-114.857140000	0.404152000	1.034335000	0.421383000
-110.714287000	0.340261000	1.107104000	0.424860000
-106.571426000	0.273631000	1.169856000	0.425303000
-102.428574000	0.205162000	1.221374000	0.425114000
-98.285713000	0.135920000	1.260676000	0.422614000
-94.142860000	0.067103000	1.287036000	0.416843000
-90.000000000	0.000000000	1.300000000	0.411071000
-85.857140000	-0.067103000	1.287036000	0.395789000
-81.714287000	-0.135920000	1.260676000	0.380506000
-77.571426000	-0.205162000	1.221374000	0.363005000
-73.428574000	-0.273631000	1.169856000	0.343938000
-69.285713000	-0.340261000	1.107104000	0.324580000
-65.142860000	-0.404152000	1.034335000	0.303826000
-61.000000000	-0.464609000	0.952980000	0.283072000
-56.857143000	-0.521189000	0.864651000	0.262537000
-52.714287000	-0.573762000	0.771109000	0.242072000
-48.571430000	-0.622580000	0.674227000	0.221843000
-44.428570000	-0.668384000	0.575954000	0.202061000
-40.285713000	-0.712565000	0.478271000	0.182278000
-36.142857000	-0.757424000	0.383152000	0.115319000
-32.000000000	-1.045710000	0.238974000	0.044865000
-28.000000000	-1.085025000	0.188440000	0.027407000
-24.000000000	-1.110511000	0.137856000	0.009164000
-20.000000000	-1.074009000	0.098726000	-0.003359000
-18.000000000	-1.040580000	0.081589000	-0.007777000
-16.000000000	-1.000829000	0.066080000	-0.010748000
-14.000000000	-0.962397000	0.051918000	-0.011887000
-12.000000000	-0.946783000	0.038280000	-0.010536000
-10.000000000	-0.892253000	0.026883000	-0.015602000
-8.000000000	-0.678791000	0.020067000	-0.036458000
-6.000000000	-0.441841000	0.015491000	-0.055514000
-4.000000000	-0.168789000	0.013041000	-0.074668000
-2.000000000	0.124542000	0.012028000	-0.092496000
-1.000000000	0.269073000	0.011814000	-0.100063000
0.000000000	0.411439000	0.011722000	-0.106821000
1.000000000	0.551354000	0.011743000	-0.112796000
2.000000000	0.689025000	0.011855000	-0.118134000
3.000000000	0.824646000	0.012051000	-0.122949000
4.000000000	0.958110000	0.012326000	-0.127262000
5.000000000	1.089238000	0.012695000	-0.131117000
6.000000000	1.218010000	0.013147000	-0.134530000
7.000000000	1.343830000	0.013701000	-0.137439000
8.000000000	1.466081000	0.014369000	-0.139790000
9.000000000	1.583194000	0.015243000	-0.141439000
10.000000000	1.693546000	0.016340000	-0.142213000
11.000000000	1.794698000	0.017797000	-0.141997000
12.000000000	1.883858000	0.019854000	-0.140908000
13.000000000	1.955030000	0.023058000	-0.139069000
14.000000000	1.982646000	0.029547000	-0.136297000
15.000000000	1.985204000	0.038635000	-0.133946000
16.000000000	1.986318000	0.048242000	-0.131630000
18.000000000	1.921648000	0.071948000	-0.124262000
20.000000000	1.734290000	0.106334000	-0.121057000
24.000000000	1.462015000	0.181852000	-0.135615000
28.000000000	1.315143000	0.246145000	-0.150111000
32.000000000	1.152339000	0.292522000	-0.156220000
36.142857000	1.082034000	0.383152000	-0.182421000
40.285713000	1.017949000	0.478271000	-0.208164000
44.428570000	0.954834000	0.575954000	-0.227737000
48.571430000	0.889400000	0.674227000	-0.247310000
52.714287000	0.819660000	0.771109000	-0.265665000
56.857143000	0.744556000	0.864651000	-0.283379000
61.000000000	0.663727000	0.952980000	-0.300953000
65.142860000	0.577360000	1.034335000	-0.318088000
69.285713000	0.486088000	1.107104000	-0.335224000
73.428574000	0.390901000	1.169856000	-0.351487000
77.571426000	0.293088000	1.221374000	-0.367569000
81.714287000	0.194172000	1.260676000	-0.382837000
85.857140000	0.095862000	1.287036000	-0.396954000
90.000000000	0.000000000	1.300000000	-0.411071000
94.142860000	-0.067103000	1.287036000	-0.416843000
98.285713000	-0.135920000	1.260676000	-0.422614000
102.428574000	-0.205162000	1.221374000	-0.425114000
106.571426000	-0.273631000	1.169856000	-0.425303000
110.714287000	-0.340261000	1.107104000	-0.424860000
114.857140000	-0.404152000	1.034335000	-0.421383000
119.000000000	-0.464609000	0.952980000	-0.417907000
123.142860000	-0.521189000	0.864651000	-0.414595000
127.285713000	-0.573762000	0.771109000	-0.411336000
131.428574000	-0.622580000	0.674227000	-0.410308000
135.571426000	-0.668384000	0.575954000	-0.413516000
139.714279000	-0.712565000	0.478271000	-0.416725000
143.857147000	-0.757424000	0.383152000	-0.425786000
148.000000000	-0.806638000	0.292522000	-0.435280000
150.285721000	-0.749021000	0.245116000	-0.437934000
152.571426000	-0.691404000	0.199931000	-0.422505000
154.857147000	-0.633787000	0.157247000	-0.407075000
157.142853000	-0.576170000	0.117329000	-0.391646000
159.428574000	-0.518553000	0.080424000	-0.376216000
161.714279000	-0.460936000	0.056898000	-0.394240000
164.000000000	-0.403319000	0.050000000	-0.423415000
166.285721000	-0.345702000	0.050000000	-0.452590000
168.571426000	-0.288085000	0.050000000	-0.481766000
170.857147000	-0.230468000	0.050000000	-0.457143000
173.142853000	-0.172851000	0.050000000	-0.342857000
175.428574000	-0.115234000	0.050000000	-0.228571000
177.714279000	-0.057617000	0.050000000	-0.114286000
180.000000000	0.057617000	0.050000000	0.091429000
6 120 36.0 							FFA-W3-360
-180.000000000	0.057981000	0.050000000	0.091429000
-177.714279000	0.057981000	0.050000000	0.091429000
-175.428574000	0.115961000	0.050000000	0.182857000
-173.142853000	0.173942000	0.050000000	0.274286000
-170.857147000	0.231923000	0.050000000	0.365714000
-168.571426000	0.289904000	0.050000000	0.392176000
-166.285721000	0.347884000	0.050000000	0.379659000
-164.000000000	0.405865000	0.053446000	0.367141000
-161.714279000	0.463846000	0.062345000	0.354624000
-159.428574000	0.521827000	0.072258000	0.348808000
-157.142853000	0.579807000	0.090206000	0.363097000
-154.857147000	0.637788000	0.130601000	0.377385000
-152.571426000	0.695769000	0.173805000	0.391674000
-150.285721000	0.753750000	0.219551000	0.405963000
-148.000000000	0.811730000	0.267560000	0.402789000
-143.857147000	0.761573000	0.359382000	0.392514000
-139.714279000	0.715942000	0.455817000	0.382707000
-135.571426000	0.671118000	0.554934000	0.379224000
-131.428574000	0.624771000	0.654751000	0.375742000
-127.285713000	0.575493000	0.753277000	0.376755000
-123.142860000	0.522529000	0.848558000	0.380133000
-119.000000000	0.465617000	0.938710000	0.383611000
-114.857140000	0.404883000	1.021962000	0.387403000
-110.714287000	0.340763000	1.096693000	0.391194000
-106.571426000	0.273949000	1.161461000	0.392005000
-102.428574000	0.205340000	1.215039000	0.392196000
-98.285713000	0.135999000	1.256434000	0.390063000
-94.142860000	0.067123000	1.284909000	0.384638000
-90.000000000	0.000000000	1.300000000	0.379214000
-85.857140000	-0.067123000	1.284909000	0.363241000
-81.714287000	-0.135999000	1.256434000	0.347268000
-77.571426000	-0.205340000	1.215039000	0.329183000
-73.428574000	-0.273949000	1.161461000	0.309608000
-69.285713000	-0.340763000	1.096693000	0.289780000
-65.142860000	-0.404883000	1.021962000	0.268740000
-61.000000000	-0.465617000	0.938710000	0.247700000
-56.857143000	-0.522529000	0.848558000	0.227032000
-52.714287000	-0.575493000	0.753277000	0.206483000
-48.571430000	-0.624771000	0.654751000	0.186198000
-44.428570000	-0.671118000	0.554934000	0.166415000
-40.285713000	-0.715942000	0.455817000	0.146632000
-36.142857000	-0.761573000	0.359382000	0.093290000
-32.000000000	-1.031944000	0.227084000	0.037462000
-28.000000000	-1.037052000	0.180754000	0.018415000
-24.000000000	-1.007062000	0.137693000	0.001320000
-20.000000000	-0.942666000	0.100773000	-0.012052000
-18.000000000	-0.893539000	0.084643000	-0.017334000
-16.000000000	-0.837900000	0.069722000	-0.021665000
-14.000000000	-0.785149000	0.055626000	-0.024723000
-12.000000000	-0.734550000	0.042977000	-0.026101000
-10.000000000	-0.695290000	0.031688000	-0.025203000
-8.000000000	-0.634182000	0.021960000	-0.027196000
-6.000000000	-0.438075000	0.017290000	-0.036441000
-4.000000000	-0.249453000	0.012989000	-0.044709000
-2.000000000	-0.019058000	0.011105000	-0.053265000
-1.000000000	0.110872000	0.010663000	-0.058442000
0.000000000	0.241265000	0.010519000	-0.062963000
1.000000000	0.370732000	0.010511000	-0.067020000
2.000000000	0.498530000	0.010636000	-0.070578000
3.000000000	0.624295000	0.010864000	-0.073701000
4.000000000	0.747280000	0.011210000	-0.076324000
5.000000000	0.866843000	0.011684000	-0.078420000
6.000000000	0.982267000	0.012297000	-0.079958000
7.000000000	1.092493000	0.013101000	-0.080898000
8.000000000	1.196444000	0.014158000	-0.081252000
9.000000000	1.292137000	0.015595000	-0.081027000
10.000000000	1.375340000	0.017680000	-0.080103000
11.000000000	1.438993000	0.020980000	-0.078587000
12.000000000	1.482353000	0.025894000	-0.077086000
13.000000000	1.515658000	0.031885000	-0.075847000
14.000000000	1.538099000	0.039024000	-0.074826000
15.000000000	1.550992000	0.047048000	-0.073741000
16.000000000	1.560157000	0.055643000	-0.073198000
18.000000000	1.479774000	0.079964000	-0.071510000
20.000000000	1.387877000	0.108264000	-0.075045000
24.000000000	1.278060000	0.164810000	-0.088929000
28.000000000	1.216490000	0.219126000	-0.104725000
32.000000000	1.159615000	0.267560000	-0.118860000
36.142857000	1.087962000	0.359382000	-0.145587000
40.285713000	1.022774000	0.455817000	-0.171833000
44.428570000	0.958740000	0.554934000	-0.191569000
48.571430000	0.892530000	0.654751000	-0.211306000
52.714287000	0.822133000	0.753277000	-0.229823000
56.857143000	0.746470000	0.848558000	-0.247700000
61.000000000	0.665167000	0.938710000	-0.265475000
65.142860000	0.578404000	1.021962000	-0.282931000
69.285713000	0.486805000	1.096693000	-0.300387000
73.428574000	0.391356000	1.161461000	-0.317136000
77.571426000	0.293342000	1.215039000	-0.333737000
81.714287000	0.194285000	1.256434000	-0.349596000
85.857140000	0.095890000	1.284909000	-0.364405000
90.000000000	0.000000000	1.300000000	-0.379214000
94.142860000	-0.067123000	1.284909000	-0.384638000
