1
14
1 356 21.1 		FFA-W3-211
98.285713000	-0.135999000	1.256434000	-0.390063000
102.428574000	-0.205340000	1.215039000	-0.392196000
106.571426000	-0.273949000	1.161461000	-0.392005000
110.714287000	-0.340763000	1.096693000	-0.391194000
114.857140000	-0.404883000	1.021962000	-0.387403000
119.000000000	-0.465617000	0.938710000	-0.383611000
123.142860000	-0.522529000	0.848558000	-0.380133000
127.285713000	-0.575493000	0.753277000	-0.376755000
131.428574000	-0.624771000	0.654751000	-0.375742000
135.571426000	-0.671118000	0.554934000	-0.379224000
139.714279000	-0.715942000	0.455817000	-0.382707000
143.857147000	-0.761573000	0.359382000	-0.392514000
148.000000000	-0.811730000	0.267560000	-0.402789000
150.285721000	-0.753750000	0.219551000	-0.405963000
152.571426000	-0.695769000	0.173805000	-0.391674000
154.857147000	-0.637788000	0.130601000	-0.377385000
157.142853000	-0.579807000	0.090206000	-0.363097000
159.428574000	-0.521827000	0.072258000	-0.348808000
161.714279000	-0.463846000	0.062345000	-0.371767000
164.000000000	-0.405865000	0.053446000	-0.407141000
166.285721000	-0.347884000	0.050000000	-0.442516000
168.571426000	-0.289904000	0.050000000	-0.477891000
170.857147000	-0.231923000	0.050000000	-0.457143000
173.142853000	-0.173942000	0.050000000	-0.342857000
175.428574000	-0.115961000	0.050000000	-0.228571000
177.714279000	-0.057981000	0.050000000	-0.114286000
180.000000000	0.057981000	0.050000000	0.091429000
7 120 42.0 							SNL FFA-W3-420FB
-180.000000000	0.058363000	0.050000000	0.091429000
-177.714279000	0.058363000	0.050000000	0.091429000
-175.428574000	0.116727000	0.050000000	0.182857000
-173.142853000	0.175090000	0.050000000	0.274286000
-170.857147000	0.233454000	0.050000000	0.365714000
-168.571426000	0.291817000	0.050000000	0.397589000
-166.285721000	0.350180000	0.050000000	0.393732000
-164.000000000	0.408544000	0.050000000	0.389874000
-161.714279000	0.466907000	0.056901000	0.386017000
-159.428574000	0.525271000	0.066890000	0.386915000
-157.142853000	0.583634000	0.102236000	0.402083000
-154.857147000	0.641997000	0.142420000	0.417250000
-152.571426000	0.700361000	0.185393000	0.432418000
-150.285721000	0.758724000	0.230890000	0.447585000
-148.000000000	0.817088000	0.278632000	0.443938000
-143.857147000	0.765938000	0.369925000	0.432455000
-139.714279000	0.719494000	0.465777000	0.421458000
-135.571426000	0.673994000	0.564258000	0.417022000
-131.428574000	0.627076000	0.663390000	0.412586000
-127.285713000	0.577314000	0.761186000	0.412753000
-123.142860000	0.523938000	0.855696000	0.415343000
-119.000000000	0.466678000	0.945039000	0.418031000
-114.857140000	0.405652000	1.027450000	0.421030000
-110.714287000	0.341291000	1.101311000	0.424030000
-106.571426000	0.274284000	1.165185000	0.424011000
-102.428574000	0.205527000	1.217849000	0.423365000
-98.285713000	0.136082000	1.258316000	0.420386000
-94.142860000	0.067143000	1.285853000	0.414103000
-90.000000000	0.000000000	1.300000000	0.407821000
-85.857140000	-0.067143000	1.285853000	0.391456000
-81.714287000	-0.136082000	1.258316000	0.375091000
-77.571426000	-0.205527000	1.217849000	0.356610000
-73.428574000	-0.274284000	1.165185000	0.336635000
-69.285713000	-0.341291000	1.101311000	0.316406000
-65.142860000	-0.405652000	1.027450000	0.294959000
-61.000000000	-0.466678000	0.945039000	0.273511000
-56.857143000	-0.523938000	0.855696000	0.252395000
-52.714287000	-0.577314000	0.761186000	0.231384000
-48.571430000	-0.627076000	0.663390000	0.210566000
-44.428570000	-0.673994000	0.564258000	0.190118000
-40.285713000	-0.719494000	0.465777000	0.169670000
-36.142857000	-0.765938000	0.369925000	0.095629000
-32.000000000	-0.969785000	0.231966000	0.017618000
-28.000000000	-0.993316000	0.183236000	-0.001820000
-24.000000000	-0.961370000	0.141559000	-0.017736000
-20.000000000	-0.894295000	0.107363000	-0.029047000
-18.000000000	-0.851811000	0.091791000	-0.032877000
-16.000000000	-0.826982000	0.075662000	-0.034183000
-14.000000000	-0.797241000	0.061253000	-0.033314000
-12.000000000	-0.779146000	0.047730000	-0.028711000
-10.000000000	-0.789752000	0.034919000	-0.019007000
-8.000000000	-0.610157000	0.027276000	-0.036898000
-6.000000000	-0.390785000	0.022793000	-0.053786000
-4.000000000	-0.150235000	0.020022000	-0.070943000
-2.000000000	0.142015000	0.019445000	-0.092699000
-1.000000000	0.287041000	0.019467000	-0.102588000
0.000000000	0.431208000	0.019571000	-0.112100000
1.000000000	0.572292000	0.019780000	-0.120682000
2.000000000	0.710601000	0.020138000	-0.128725000
3.000000000	0.845294000	0.020578000	-0.135811000
4.000000000	0.976829000	0.021087000	-0.142201000
5.000000000	1.104110000	0.021726000	-0.147766000
6.000000000	1.225553000	0.022552000	-0.152275000
7.000000000	1.339311000	0.023657000	-0.155522000
8.000000000	1.442713000	0.025176000	-0.157221000
9.000000000	1.536216000	0.027126000	-0.157711000
10.000000000	1.616702000	0.029752000	-0.156865000
11.000000000	1.680341000	0.033410000	-0.154634000
12.000000000	1.723542000	0.038495000	-0.151197000
13.000000000	1.749020000	0.045063000	-0.147162000
14.000000000	1.760273000	0.052798000	-0.142492000
15.000000000	1.756404000	0.061807000	-0.137225000
16.000000000	1.742898000	0.071884000	-0.132353000
18.000000000	1.667485000	0.096401000	-0.123121000
20.000000000	1.554467000	0.128595000	-0.122299000
24.000000000	1.345904000	0.191244000	-0.121133000
28.000000000	1.243555000	0.246531000	-0.131373000
32.000000000	1.167268000	0.278632000	-0.136837000
36.142857000	1.094197000	0.369925000	-0.165330000
40.285713000	1.027849000	0.465777000	-0.193288000
44.428570000	0.962848000	0.564258000	-0.214026000
48.571430000	0.895823000	0.663390000	-0.234764000
52.714287000	0.824734000	0.761186000	-0.254055000
56.857143000	0.748483000	0.855696000	-0.272584000
61.000000000	0.666683000	0.945039000	-0.290976000
65.142860000	0.579502000	1.027450000	-0.308937000
69.285713000	0.487559000	1.101311000	-0.326898000
73.428574000	0.391835000	1.165185000	-0.344094000
77.571426000	0.293610000	1.217849000	-0.361131000
81.714287000	0.194403000	1.258316000	-0.377410000
85.857140000	0.095919000	1.285853000	-0.392615000
90.000000000	0.000000000	1.300000000	-0.407821000
94.142860000	-0.067143000	1.285853000	-0.414103000
98.285713000	-0.136082000	1.258316000	-0.420386000
102.428574000	-0.205527000	1.217849000	-0.423365000
106.571426000	-0.274284000	1.165185000	-0.424011000
110.714287000	-0.341291000	1.101311000	-0.424030000
114.857140000	-0.405652000	1.027450000	-0.421030000
119.000000000	-0.466678000	0.945039000	-0.418031000
123.142860000	-0.523938000	0.855696000	-0.415343000
127.285713000	-0.577314000	0.761186000	-0.412753000
131.428574000	-0.627076000	0.663390000	-0.412586000
135.571426000	-0.673994000	0.564258000	-0.417022000
139.714279000	-0.719494000	0.465777000	-0.421458000
143.857147000	-0.765938000	0.369925000	-0.432455000
148.000000000	-0.817088000	0.278632000	-0.443938000
150.285721000	-0.758724000	0.230890000	-0.447585000
152.571426000	-0.700361000	0.185393000	-0.432418000
154.857147000	-0.641997000	0.142420000	-0.417250000
157.142853000	-0.583634000	0.102236000	-0.402083000
159.428574000	-0.525271000	0.066890000	-0.386915000
161.714279000	-0.466907000	0.056901000	-0.403159000
164.000000000	-0.408544000	0.050000000	-0.429874000
166.285721000	-0.350180000	0.050000000	-0.456589000
168.571426000	-0.291817000	0.050000000	-0.483303000
170.857147000	-0.233454000	0.050000000	-0.457143000
173.142853000	-0.175090000	0.050000000	-0.342857000
175.428574000	-0.116727000	0.050000000	-0.228571000
177.714279000	-0.058363000	0.050000000	-0.114286000
180.000000000	0.058363000	0.050000000	0.091429000
8 120 48.0 							SNL FFA-W3-480FB
-180.000000000	0.062128000	0.050000000	0.091429000
-177.714279000	0.062128000	0.050000000	0.091429000
-175.428574000	0.124256000	0.050000000	0.182857000
-173.142853000	0.186384000	0.050000000	0.274286000
-170.857147000	0.248512000	0.050000000	0.365714000
-168.571426000	0.310640000	0.050000000	0.400062000
-166.285721000	0.372768000	0.050000000	0.400161000
-164.000000000	0.434896000	0.051220000	0.400261000
-161.714279000	0.497024000	0.060146000	0.400360000
-159.428574000	0.559152000	0.070090000	0.404035000
-157.142853000	0.621280000	0.083688000	0.418439000
-154.857147000	0.683407000	0.124198000	0.432842000
-152.571426000	0.745535000	0.167527000	0.447246000
-150.285721000	0.807663000	0.213408000	0.461649000
-148.000000000	0.869791000	0.261562000	0.455626000
-143.857147000	0.808876000	0.353670000	0.439419000
-139.714279000	0.754443000	0.450422000	0.423813000
-135.571426000	0.702284000	0.549883000	0.416314000
-131.428574000	0.649753000	0.650070000	0.408816000
-127.285713000	0.595226000	0.748993000	0.406906000
-123.142860000	0.537801000	0.844691000	0.407939000
-119.000000000	0.477114000	0.935281000	0.409242000
-114.857140000	0.413214000	1.018989000	0.411397000
-110.714287000	0.346485000	1.094191000	0.413552000
-106.571426000	0.277580000	1.159444000	0.412937000
-102.428574000	0.207369000	1.213517000	0.411744000
-98.285713000	0.136897000	1.255415000	0.408243000
-94.142860000	0.067347000	1.284398000	0.401471000
-90.000000000	0.000000000	1.300000000	0.394699000
-85.857140000	-0.067347000	1.284398000	0.377177000
-81.714287000	-0.136897000	1.255415000	0.359656000
-77.571426000	-0.207369000	1.213517000	0.340184000
-73.428574000	-0.277580000	1.159444000	0.319337000
-69.285713000	-0.346485000	1.094191000	0.298302000
-65.142860000	-0.413214000	1.018989000	0.276367000
-61.000000000	-0.477114000	0.935281000	0.254432000
-56.857143000	-0.537801000	0.844691000	0.233069000
-52.714287000	-0.595226000	0.748993000	0.211887000
-48.571430000	-0.649753000	0.650070000	0.190878000
-44.428570000	-0.702284000	0.549883000	0.170199000
-40.285713000	-0.754443000	0.450422000	0.149519000
-36.142857000	-0.808876000	0.353670000	0.076673000
-32.000000000	-1.044282000	0.213203000	-0.000038000
-28.000000000	-1.019991000	0.174255000	-0.017246000
-24.000000000	-0.981596000	0.137842000	-0.029067000
-20.000000000	-0.899523000	0.106763000	-0.038692000
-18.000000000	-0.866225000	0.091728000	-0.039632000
-16.000000000	-0.826701000	0.078007000	-0.038773000
-14.000000000	-0.805728000	0.064197000	-0.033280000
-12.000000000	-0.818645000	0.050586000	-0.019607000
-10.000000000	-0.811020000	0.038524000	-0.007117000
-8.000000000	-0.605307000	0.033895000	-0.023966000
-6.000000000	-0.401153000	0.029975000	-0.039040000
-4.000000000	-0.191969000	0.026976000	-0.053327000
-2.000000000	0.078071000	0.026780000	-0.076449000
-1.000000000	0.215396000	0.026943000	-0.088065000
0.000000000	0.350891000	0.027276000	-0.099132000
1.000000000	0.480686000	0.027813000	-0.108813000
2.000000000	0.609408000	0.028383000	-0.118164000
3.000000000	0.732806000	0.029151000	-0.126365000
4.000000000	0.848436000	0.030192000	-0.132966000
5.000000000	0.957503000	0.031479000	-0.138261000
6.000000000	1.060259000	0.033005000	-0.142402000
7.000000000	1.154410000	0.034883000	-0.145044000
8.000000000	1.237614000	0.037237000	-0.145849000
9.000000000	1.308695000	0.040164000	-0.144793000
10.000000000	1.373806000	0.043503000	-0.143309000
11.000000000	1.426639000	0.047547000	-0.140406000
12.000000000	1.466780000	0.052445000	-0.136296000
13.000000000	1.497896000	0.058136000	-0.131862000
14.000000000	1.526070000	0.064316000	-0.128126000
15.000000000	1.547610000	0.071212000	-0.124441000
16.000000000	1.562832000	0.078750000	-0.120845000
18.000000000	1.524147000	0.099215000	-0.108721000
20.000000000	1.490703000	0.120979000	-0.102066000
24.000000000	1.402632000	0.169578000	-0.097543000
28.000000000	1.310334000	0.220491000	-0.102305000
32.000000000	1.242559000	0.261562000	-0.111428000
36.142857000	1.155537000	0.353670000	-0.142013000
40.285713000	1.077775000	0.450422000	-0.171957000
44.428570000	1.003263000	0.549883000	-0.193265000
48.571430000	0.928219000	0.650070000	-0.214573000
52.714287000	0.850323000	0.748993000	-0.234250000
56.857143000	0.768288000	0.844691000	-0.253068000
61.000000000	0.681591000	0.935281000	-0.271806000
65.142860000	0.590306000	1.018989000	-0.290290000
69.285713000	0.494979000	1.094191000	-0.308774000
73.428574000	0.396543000	1.159444000	-0.326787000
77.571426000	0.296241000	1.213517000	-0.344702000
81.714287000	0.195567000	1.255415000	-0.361975000
85.857140000	0.096210000	1.284398000	-0.378337000
90.000000000	0.000000000	1.300000000	-0.394699000
94.142860000	-0.067347000	1.284398000	-0.401471000
98.285713000	-0.136897000	1.255415000	-0.408243000
102.428574000	-0.207369000	1.213517000	-0.411744000
106.571426000	-0.277580000	1.159444000	-0.412937000
110.714287000	-0.346485000	1.094191000	-0.413552000
114.857140000	-0.413214000	1.018989000	-0.411397000
119.000000000	-0.477114000	0.935281000	-0.409242000
123.142860000	-0.537801000	0.844691000	-0.407939000
127.285713000	-0.595226000	0.748993000	-0.406906000
131.428574000	-0.649753000	0.650070000	-0.408816000
135.571426000	-0.702284000	0.549883000	-0.416314000
139.714279000	-0.754443000	0.450422000	-0.423813000
143.857147000	-0.808876000	0.353670000	-0.439419000
148.000000000	-0.869791000	0.261562000	-0.455626000
150.285721000	-0.807663000	0.213408000	-0.461649000
152.571426000	-0.745535000	0.167527000	-0.447246000
154.857147000	-0.683407000	0.124198000	-0.432842000
157.142853000	-0.621280000	0.083688000	-0.418439000
159.428574000	-0.559152000	0.070090000	-0.404035000
161.714279000	-0.497024000	0.060146000	-0.417503000
164.000000000	-0.434896000	0.051220000	-0.440261000
166.285721000	-0.372768000	0.050000000	-0.463019000
168.571426000	-0.310640000	0.050000000	-0.485776000
170.857147000	-0.248512000	0.050000000	-0.457143000
173.142853000	-0.186384000	0.050000000	-0.342857000
175.428574000	-0.124256000	0.050000000	-0.228571000
177.714279000	-0.062128000	0.050000000	-0.114286000
180.000000000	0.062128000	0.050000000	0.091429000
9 120 56.0 							SNL FFA-W3-560FB
-180.000000000	-0.002212000	0.117746000	-0.002600000
-177.714279000	0.087443000	0.117746000	0.092725000
-175.428574000	0.176119000	0.117746000	0.175413000
-173.142853000	0.264723000	0.117746000	0.237629000
-170.857162000	0.353252000	0.117746000	0.270392000
-168.571625000	0.446293000	0.118767000	0.272192000
-166.285721000	0.552862000	0.124171000	0.267047000
-164.000000000	0.656213000	0.133268000	0.259582000
-161.714478000	0.737535000	0.144977000	0.251994000
-159.428375000	0.779709000	0.158700000	0.246405000
-157.142838000	0.805214000	0.182858000	0.242582000
-154.857315000	0.825857000	0.217059000	0.239287000
-152.571426000	0.839969000	0.256227000	0.235667000
-150.285721000	0.845876000	0.295272000	0.230868000
-148.000000000	0.833598000	0.333048000	0.222051000
-143.857147000	0.757741000	0.407031000	0.196098000
-139.714279000	0.678019000	0.483840000	0.178594000
-135.571426000	0.621814000	0.562990000	0.172542000
-131.428574000	0.568891000	0.643148000	0.169197000
-127.285713000	0.514709000	0.721163000	0.169686000
-123.142860000	0.460429000	0.797906000	0.172788000
-119.000000000	0.404812000	0.869036000	0.176485000
-114.857140000	0.347362000	0.935941000	0.181277000
-110.714287000	0.288970000	0.995456000	0.186096000
-106.571426000	0.229801000	1.046427000	0.190114000
-102.428574000	0.170118000	1.090326000	0.193499000
-98.285713000	0.112117000	1.120293000	0.194135000
-94.142860000	0.055916000	1.144412000	0.193462000
-90.000000000	0.000010000	1.155105000	0.192191000
-85.857140000	-0.055894000	1.144411000	0.186329000
-81.714287000	-0.112091000	1.120294000	0.175743000
-77.571426000	-0.170092000	1.090328000	0.165136000
-73.428574000	-0.229780000	1.046430000	0.153199000
-69.285713000	-0.288939000	0.995457000	0.140837000
-65.142860000	-0.347291000	0.935938000	0.128073000
-61.000000000	-0.404707000	0.869030000	0.115313000
-56.857143000	-0.460339000	0.797900000	0.103138000
-52.714287000	-0.514662000	0.721163000	0.091397000
-48.571430000	-0.568868000	0.643152000	0.080929000
-44.428570000	-0.621792000	0.562994000	0.071573000
-40.285713000	-0.677992000	0.483843000	0.063145000
-36.142857000	-0.750386000	0.405835000	0.056526000
-32.000000000	-0.823309000	0.331372000	0.050049000
-28.000000000	-0.861712000	0.271383000	0.039349000
-24.000000000	-0.888022000	0.219681000	0.020377000
-20.000000000	-0.899008000	0.175020000	-0.005523000
-18.000000000	-0.858258000	0.162868000	-0.011031000
-16.000000000	-0.822406000	0.151414000	-0.013829000
-14.000000000	-0.780516000	0.141006000	-0.015840000
-12.000000000	-0.723243000	0.132525000	-0.017152000
-10.000000000	-0.671042000	0.124830000	-0.016015000
-8.000000000	-0.499975000	0.120457000	-0.030183000
-6.000000000	-0.274913000	0.118446000	-0.048982000
-4.000000000	-0.046265000	0.117397000	-0.066120000
-2.000000000	0.162068000	0.117222000	-0.077227000
-1.000000000	0.262853000	0.117222000	-0.081860000
0.000000000	0.361597000	0.117222000	-0.085971000
1.000000000	0.468571000	0.117397000	-0.090236000
2.000000000	0.574398000	0.117572000	-0.094237000
3.000000000	0.678506000	0.117819000	-0.097717000
4.000000000	0.780498000	0.118010000	-0.100893000
5.000000000	0.881617000	0.118391000	-0.103865000
6.000000000	0.980455000	0.118739000	-0.106339000
7.000000000	1.076614000	0.119138000	-0.108406000
8.000000000	1.169335000	0.119606000	-0.109964000
9.000000000	1.260177000	0.120184000	-0.110955000
10.000000000	1.333707000	0.120897000	-0.110542000
11.000000000	1.395360000	0.121750000	-0.108460000
12.000000000	1.432470000	0.123376000	-0.102467000
13.000000000	1.474807000	0.125483000	-0.098804000
14.000000000	1.507948000	0.128632000	-0.095725000
15.000000000	1.537549000	0.132680000	-0.093325000
16.000000000	1.548229000	0.138452000	-0.091000000
18.000000000	1.517365000	0.156081000	-0.087743000
20.000000000	1.458860000	0.177565000	-0.087884000
24.000000000	1.385806000	0.217510000	-0.101712000
28.000000000	1.260967000	0.276053000	-0.135208000
32.000000000	1.152578000	0.342557000	-0.159457000
36.142857000	1.057916000	0.414854000	-0.177276000
40.285713000	0.965107000	0.488034000	-0.194340000
44.428570000	0.888803000	0.565741000	-0.205728000
48.571430000	0.812531000	0.643335000	-0.217015000
52.714287000	0.735693000	0.720892000	-0.228290000
56.857143000	0.657959000	0.797773000	-0.239264000
61.000000000	0.578332000	0.869030000	-0.250505000
65.142860000	0.496256000	0.935938000	-0.262160000
69.285713000	0.412831000	0.995457000	-0.273959000
73.428574000	0.328308000	1.046430000	-0.285868000
77.571426000	0.243054000	1.090328000	-0.297792000
81.714287000	0.159360000	1.120294000	-0.309321000
85.857140000	0.075027000	1.144411000	-0.321257000
90.000000000	0.000016000	1.155105000	-0.329942000
94.142860000	-0.059298000	1.144412000	-0.335236000
98.285713000	-0.112676000	1.120293000	-0.338652000
102.428574000	-0.170095000	1.090326000	-0.338959000
106.571426000	-0.229783000	1.046427000	-0.338531000
110.714287000	-0.288940000	0.995456000	-0.337807000
114.857140000	-0.347289000	0.935941000	-0.335354000
119.000000000	-0.404702000	0.869036000	-0.332997000
123.142860000	-0.460335000	0.797906000	-0.332692000
127.285713000	-0.514662000	0.721163000	-0.332586000
131.428574000	-0.568870000	0.643148000	-0.333127000
135.571426000	-0.621794000	0.562990000	-0.339981000
139.714279000	-0.677994000	0.483840000	-0.351698000
143.857147000	-0.757716000	0.407031000	-0.376197000
148.000000000	-0.833573000	0.333048000	-0.411295000
150.285721000	-0.845851000	0.295272000	-0.425982000
152.571426000	-0.839944000	0.256227000	-0.438671000
154.857147000	-0.825834000	0.217061000	-0.450909000
157.142853000	-0.805189000	0.182857000	-0.460544000
159.428574000	-0.779681000	0.158699000	-0.465429000
161.714279000	-0.737508000	0.144978000	-0.460406000
164.000000000	-0.656156000	0.133268000	-0.439476000
166.285721000	-0.552776000	0.124171000	-0.406958000
168.571426000	-0.446194000	0.118767000	-0.367575000
170.857147000	-0.353140000	0.117746000	-0.324422000
173.142853000	-0.264619000	0.117746000	-0.264905000
175.428574000	-0.176033000	0.117746000	-0.188273000
177.714279000	-0.087383000	0.117746000	-0.098229000
180.000000000	-0.002212000	0.117746000	-0.002600000
10 120 60.0 						FB60
-180.000000000	-0.002015000	0.137520000	-0.002387000
-177.714279000	0.080007000	0.137520000	0.084822000
-175.428574000	0.161134000	0.137520000	0.160470000
-173.142853000	0.242193000	0.137520000	0.217389000
-170.857162000	0.323185000	0.137520000	0.247363000
-168.571625000	0.408305000	0.138454000	0.249009000
-166.285721000	0.505801000	0.143397000	0.244302000
-164.000000000	0.600353000	0.151720000	0.237473000
-161.714478000	0.674751000	0.162432000	0.230531000
-159.428375000	0.713334000	0.174987000	0.225418000
-157.142838000	0.736668000	0.197088000	0.221921000
-154.857315000	0.755554000	0.228377000	0.218906000
-152.571426000	0.768464000	0.264211000	0.215594000
-150.285721000	0.773868000	0.299931000	0.211204000
-148.000000000	0.762636000	0.334492000	0.203138000
-143.857147000	0.693237000	0.402176000	0.179394000
-139.714279000	0.620303000	0.472445000	0.163380000
-135.571426000	0.568883000	0.544857000	0.157843000
-131.428574000	0.520465000	0.618190000	0.154783000
-127.285713000	0.470896000	0.689563000	0.155231000
-123.142860000	0.421238000	0.759772000	0.158069000
-119.000000000	0.370356000	0.824847000	0.161451000
-114.857140000	0.317797000	0.886055000	0.165835000
-110.714287000	0.264376000	0.940503000	0.170243000
-106.571426000	0.210245000	0.987135000	0.173920000
-102.428574000	0.155643000	1.027296000	0.177017000
-98.285713000	0.102580000	1.054712000	0.177598000
-94.142860000	0.051164000	1.076778000	0.176983000
-90.000000000	0.000017000	1.086560000	0.175820000
-85.857140000	-0.051126000	1.076777000	0.170457000
-81.714287000	-0.102539000	1.054713000	0.160773000
-77.571426000	-0.155603000	1.027298000	0.151069000
-73.428574000	-0.210208000	0.987137000	0.140148000
-69.285713000	-0.264331000	0.940504000	0.128838000
-65.142860000	-0.317715000	0.886053000	0.117161000
-61.000000000	-0.370243000	0.824841000	0.105487000
-56.857143000	-0.421138000	0.759767000	0.094348000
-52.714287000	-0.470836000	0.689563000	0.083607000
-48.571430000	-0.520427000	0.618194000	0.074031000
-44.428570000	-0.568845000	0.544860000	0.065471000
-40.285713000	-0.620261000	0.472448000	0.057761000
-36.142857000	-0.686491000	0.401081000	0.051705000
-32.000000000	-0.753206000	0.332958000	0.045779000
-28.000000000	-0.788340000	0.278077000	0.035991000
-24.000000000	-0.812409000	0.230776000	0.018634000
-20.000000000	-0.822460000	0.189918000	-0.005062000
-18.000000000	-0.785179000	0.178800000	-0.010100000
-16.000000000	-0.752380000	0.168321000	-0.012660000
-14.000000000	-0.714056000	0.158799000	-0.014500000
-12.000000000	-0.661659000	0.151040000	-0.015700000
-10.000000000	-0.613903000	0.144001000	-0.014660000
-8.000000000	-0.457400000	0.140000000	-0.027622000
-6.000000000	-0.251499000	0.138160000	-0.044820000
-4.000000000	-0.042318000	0.137200000	-0.060499000
-2.000000000	0.148278000	0.137040000	-0.070661000
-1.000000000	0.240482000	0.137040000	-0.074899000
0.000000000	0.330820000	0.137040000	-0.078660000
1.000000000	0.428686000	0.137200000	-0.082562000
2.000000000	0.525504000	0.137360000	-0.086222000
3.000000000	0.620748000	0.137586000	-0.089406000
4.000000000	0.714057000	0.137761000	-0.092312000
5.000000000	0.806566000	0.138110000	-0.095031000
6.000000000	0.896990000	0.138428000	-0.097294000
7.000000000	0.984962000	0.138793000	-0.099185000
8.000000000	1.069789000	0.139221000	-0.100610000
9.000000000	1.152897000	0.139750000	-0.101517000
10.000000000	1.220167000	0.140402000	-0.101139000
11.000000000	1.276571000	0.141183000	-0.099235000
12.000000000	1.310521000	0.142670000	-0.093752000
13.000000000	1.349254000	0.144598000	-0.090400000
14.000000000	1.379573000	0.147479000	-0.087583000
15.000000000	1.406654000	0.151182000	-0.085388000
16.000000000	1.416425000	0.156462000	-0.083261000
18.000000000	1.388188000	0.172591000	-0.080282000
20.000000000	1.334664000	0.192246000	-0.080410000
24.000000000	1.267830000	0.228790000	-0.093061000
28.000000000	1.153620000	0.282349000	-0.123705000
32.000000000	1.054458000	0.343191000	-0.145890000
36.142857000	0.967856000	0.409332000	-0.162192000
40.285713000	0.882948000	0.476282000	-0.177802000
44.428570000	0.813141000	0.547374000	-0.188222000
48.571430000	0.743362000	0.618361000	-0.198548000
52.714287000	0.673066000	0.689315000	-0.208862000
56.857143000	0.601951000	0.759650000	-0.218903000
61.000000000	0.529103000	0.824841000	-0.229186000
65.142860000	0.454014000	0.886053000	-0.239849000
69.285713000	0.377692000	0.940504000	-0.250644000
73.428574000	0.300365000	0.987137000	-0.261538000
77.571426000	0.222370000	1.027298000	-0.272447000
81.714287000	0.145801000	1.054713000	-0.282995000
85.857140000	0.068648000	1.076777000	-0.293914000
90.000000000	0.000023000	1.086560000	-0.301860000
94.142860000	-0.054241000	1.076778000	-0.306703000
98.285713000	-0.103074000	1.054712000	-0.309829000
102.428574000	-0.155605000	1.027296000	-0.310109000
106.571426000	-0.210211000	0.987135000	-0.309717000
110.714287000	-0.264332000	0.940503000	-0.309055000
114.857140000	-0.317713000	0.886055000	-0.306812000
119.000000000	-0.370238000	0.824847000	-0.304655000
123.142860000	-0.421134000	0.759772000	-0.304376000
127.285713000	-0.470836000	0.689563000	-0.304279000
131.428574000	-0.520430000	0.618190000	-0.304773000
135.571426000	-0.568848000	0.544857000	-0.311044000
139.714279000	-0.620263000	0.472445000	-0.321763000
143.857147000	-0.693197000	0.402176000	-0.344177000
148.000000000	-0.762596000	0.334492000	-0.376287000
150.285721000	-0.773828000	0.299931000	-0.389723000
152.571426000	-0.768425000	0.264211000	-0.401332000
154.857147000	-0.755515000	0.228380000	-0.412528000
157.142853000	-0.736629000	0.197087000	-0.421343000
159.428574000	-0.713292000	0.174986000	-0.425812000
161.714279000	-0.674710000	0.162433000	-0.421216000
164.000000000	-0.600284000	0.151720000	-0.402069000
166.285721000	-0.505706000	0.143397000	-0.372319000
168.571426000	-0.408198000	0.138454000	-0.336289000
170.857147000	-0.323066000	0.137520000	-0.296810000
173.142853000	-0.242081000	0.137520000	-0.242360000
175.428574000	-0.161037000	0.137520000	-0.172252000
177.714279000	-0.079935000	0.137520000	-0.089875000
180.000000000	-0.002015000	0.137520000	-0.002387000
11 120 70.0 						FB70
-180.000000000	-0.001486000	0.190640000	-0.001815000
-177.714279000	0.060030000	0.190640000	0.063592000
-175.428574000	0.120875000	0.190640000	0.120327000
-173.142853000	0.181670000	0.190640000	0.163017000
-170.857162000	0.242414000	0.190640000	0.185497000
-168.571625000	0.306254000	0.191340000	0.186732000
-166.285721000	0.379376000	0.195048000	0.183202000
-164.000000000	0.450290000	0.201290000	0.178080000
-161.714478000	0.506089000	0.209324000	0.172873000
-159.428375000	0.535026000	0.218740000	0.169038000
-157.142838000	0.552526000	0.235316000	0.166415000
-154.857315000	0.566690000	0.258783000	0.164155000
-152.571426000	0.576373000	0.285658000	0.161671000
-150.285721000	0.580426000	0.312448000	0.158378000
-148.000000000	0.572002000	0.338369000	0.152328000
-143.857147000	0.519953000	0.389132000	0.134521000
-139.714279000	0.465252000	0.441834000	0.122510000
-135.571426000	0.426687000	0.496143000	0.118358000
-131.428574000	0.390374000	0.551143000	0.116062000
-127.285713000	0.353197000	0.604672000	0.116398000
-123.142860000	0.315953000	0.657329000	0.118526000
-119.000000000	0.277792000	0.706135000	0.121064000
-114.857140000	0.238373000	0.752041000	0.124351000
-110.714287000	0.198307000	0.792877000	0.127658000
-106.571426000	0.157709000	0.827851000	0.130415000
-102.428574000	0.116758000	0.857972000	0.132737000
-98.285713000	0.076960000	0.878534000	0.133174000
-94.142860000	0.038398000	0.895083000	0.132712000
-90.000000000	0.000038000	0.902420000	0.131840000
-85.857140000	-0.038320000	0.895083000	0.127818000
-81.714287000	-0.076879000	0.878534000	0.120554000
-77.571426000	-0.116677000	0.857973000	0.113276000
-73.428574000	-0.157631000	0.827853000	0.105086000
-69.285713000	-0.198223000	0.792878000	0.096603000
-65.142860000	-0.238261000	0.752040000	0.087846000
-61.000000000	-0.277657000	0.706130000	0.079091000
