1
1 14
0 7.483 100 1
7.5328 7.7834 100 1
10.7376 7.9726 90 1
13.6205 8.1513 80 1
16.5393 8.3356 70 1
17.7203 8.4097 70 1
21.1322 8.6181 56 1
26.0182 8.7828 48 1
36.1292 8.7415 36 1
60.1136 7.9132 33 1
75.553 7.0631 30 1
92.907 5.7642 27 1
113.296 4.328 24 1
153.103 1.4006 21.1 1
